"Notes"	"Census Division"	"Census Division Code"	"Year"	"Year Code"	"Mother's Education"	"Mother's Education Code"	Births
	"Division 9: Pacific"	"CENS-D9"	"2016"	"2016"	"Unknown or Not Stated"	"Unk"	26943
	"Division 9: Pacific"	"CENS-D9"	"2016"	"2016"	"Excluded"	"Exc"	0
	"Division 9: Pacific"	"CENS-D9"	"2016"	"2016"	"Not Reported"	"NR"	0
"Total"	"Division 9: Pacific"	"CENS-D9"	"2016"	"2016"			654135
	"Division 9: Pacific"	"CENS-D9"	"2017"	"2017"	"8th grade or less"	"1"	21883
	"Division 9: Pacific"	"CENS-D9"	"2017"	"2017"	"9th through 12th grade with no diploma"	"2"	58906
	"Division 9: Pacific"	"CENS-D9"	"2017"	"2017"	"High school graduate or GED completed"	"3"	147832
	"Division 9: Pacific"	"CENS-D9"	"2017"	"2017"	"Some college credit, but not a degree"	"4"	129257
	"Division 9: Pacific"	"CENS-D9"	"2017"	"2017"	"Associate degree (AA, AS)"	"5"	45933
	"Division 9: Pacific"	"CENS-D9"	"2017"	"2017"	"Bachelor's degree (BA, AB, BS)"	"6"	127309
	"Division 9: Pacific"	"CENS-D9"	"2017"	"2017"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	55929
	"Division 9: Pacific"	"CENS-D9"	"2017"	"2017"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	18131
	"Division 9: Pacific"	"CENS-D9"	"2017"	"2017"	"Unknown or Not Stated"	"Unk"	25633
	"Division 9: Pacific"	"CENS-D9"	"2017"	"2017"	"Excluded"	"Exc"	0
	"Division 9: Pacific"	"CENS-D9"	"2017"	"2017"	"Not Reported"	"NR"	0
"Total"	"Division 9: Pacific"	"CENS-D9"	"2017"	"2017"			630813
	"Division 9: Pacific"	"CENS-D9"	"2018"	"2018"	"8th grade or less"	"1"	20056
	"Division 9: Pacific"	"CENS-D9"	"2018"	"2018"	"9th through 12th grade with no diploma"	"2"	53632
	"Division 9: Pacific"	"CENS-D9"	"2018"	"2018"	"High school graduate or GED completed"	"3"	142587
	"Division 9: Pacific"	"CENS-D9"	"2018"	"2018"	"Some college credit, but not a degree"	"4"	123107
	"Division 9: Pacific"	"CENS-D9"	"2018"	"2018"	"Associate degree (AA, AS)"	"5"	44715
	"Division 9: Pacific"	"CENS-D9"	"2018"	"2018"	"Bachelor's degree (BA, AB, BS)"	"6"	125136
	"Division 9: Pacific"	"CENS-D9"	"2018"	"2018"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	56188
	"Division 9: Pacific"	"CENS-D9"	"2018"	"2018"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	18299
	"Division 9: Pacific"	"CENS-D9"	"2018"	"2018"	"Unknown or Not Stated"	"Unk"	26531
	"Division 9: Pacific"	"CENS-D9"	"2018"	"2018"	"Excluded"	"Exc"	0
	"Division 9: Pacific"	"CENS-D9"	"2018"	"2018"	"Not Reported"	"NR"	0
"Total"	"Division 9: Pacific"	"CENS-D9"	"2018"	"2018"			610251
	"Division 9: Pacific"	"CENS-D9"	"2019"	"2019"	"8th grade or less"	"1"	18074
	"Division 9: Pacific"	"CENS-D9"	"2019"	"2019"	"9th through 12th grade with no diploma"	"2"	49325
	"Division 9: Pacific"	"CENS-D9"	"2019"	"2019"	"High school graduate or GED completed"	"3"	139188
	"Division 9: Pacific"	"CENS-D9"	"2019"	"2019"	"Some college credit, but not a degree"	"4"	119515
	"Division 9: Pacific"	"CENS-D9"	"2019"	"2019"	"Associate degree (AA, AS)"	"5"	44000
	"Division 9: Pacific"	"CENS-D9"	"2019"	"2019"	"Bachelor's degree (BA, AB, BS)"	"6"	124140
	"Division 9: Pacific"	"CENS-D9"	"2019"	"2019"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	56772
	"Division 9: Pacific"	"CENS-D9"	"2019"	"2019"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	18426
	"Division 9: Pacific"	"CENS-D9"	"2019"	"2019"	"Unknown or Not Stated"	"Unk"	30411
	"Division 9: Pacific"	"CENS-D9"	"2019"	"2019"	"Excluded"	"Exc"	0
	"Division 9: Pacific"	"CENS-D9"	"2019"	"2019"	"Not Reported"	"NR"	0
"Total"	"Division 9: Pacific"	"CENS-D9"	"2019"	"2019"			599851
	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"8th grade or less"	"1"	16190
	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"9th through 12th grade with no diploma"	"2"	44161
	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"High school graduate or GED completed"	"3"	132911
	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"Some college credit, but not a degree"	"4"	110760
	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"Associate degree (AA, AS)"	"5"	42147
	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"Bachelor's degree (BA, AB, BS)"	"6"	118183
	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	54937
	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	17954
	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"Unknown or Not Stated"	"Unk"	31176
	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"Excluded"	"Exc"	0
	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"Not Reported"	"NR"	0
"Total"	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"			568419
	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"8th grade or less"	"1"	15201
	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"9th through 12th grade with no diploma"	"2"	39486
	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"High school graduate or GED completed"	"3"	131625
	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"Some college credit, but not a degree"	"4"	108050
	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"Associate degree (AA, AS)"	"5"	42737
	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"Bachelor's degree (BA, AB, BS)"	"6"	121716
	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	57461
	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	19246
	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"Unknown or Not Stated"	"Unk"	34898
	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"Excluded"	"Exc"	0
	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"Not Reported"	"NR"	0
"Total"	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"			570420
	"Division 9: Pacific"	"CENS-D9"	"2022"	"2022"	"8th grade or less"	"1"	15934
	"Division 9: Pacific"	"CENS-D9"	"2022"	"2022"	"9th through 12th grade with no diploma"	"2"	38118
	"Division 9: Pacific"	"CENS-D9"	"2022"	"2022"	"High school graduate or GED completed"	"3"	130311
	"Division 9: Pacific"	"CENS-D9"	"2022"	"2022"	"Some college credit, but not a degree"	"4"	103327
	"Division 9: Pacific"	"CENS-D9"	"2022"	"2022"	"Associate degree (AA, AS)"	"5"	42264
	"Division 9: Pacific"	"CENS-D9"	"2022"	"2022"	"Bachelor's degree (BA, AB, BS)"	"6"	121194
	"Division 9: Pacific"	"CENS-D9"	"2022"	"2022"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	58820
	"Division 9: Pacific"	"CENS-D9"	"2022"	"2022"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	19292
	"Division 9: Pacific"	"CENS-D9"	"2022"	"2022"	"Unknown or Not Stated"	"Unk"	37564
	"Division 9: Pacific"	"CENS-D9"	"2022"	"2022"	"Excluded"	"Exc"	0
	"Division 9: Pacific"	"CENS-D9"	"2022"	"2022"	"Not Reported"	"NR"	0
"Total"	"Division 9: Pacific"	"CENS-D9"	"2022"	"2022"			566824
	"Division 9: Pacific"	"CENS-D9"	"2023"	"2023"	"8th grade or less"	"1"	15237
	"Division 9: Pacific"	"CENS-D9"	"2023"	"2023"	"9th through 12th grade with no diploma"	"2"	36064
	"Division 9: Pacific"	"CENS-D9"	"2023"	"2023"	"High school graduate or GED completed"	"3"	124131
	"Division 9: Pacific"	"CENS-D9"	"2023"	"2023"	"Some college credit, but not a degree"	"4"	94408
	"Division 9: Pacific"	"CENS-D9"	"2023"	"2023"	"Associate degree (AA, AS)"	"5"	40068
	"Division 9: Pacific"	"CENS-D9"	"2023"	"2023"	"Bachelor's degree (BA, AB, BS)"	"6"	117945
	"Division 9: Pacific"	"CENS-D9"	"2023"	"2023"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	57708
	"Division 9: Pacific"	"CENS-D9"	"2023"	"2023"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	18801
	"Division 9: Pacific"	"CENS-D9"	"2023"	"2023"	"Unknown or Not Stated"	"Unk"	38799
	"Division 9: Pacific"	"CENS-D9"	"2023"	"2023"	"Excluded"	"Exc"	0
	"Division 9: Pacific"	"CENS-D9"	"2023"	"2023"	"Not Reported"	"NR"	0
"Total"	"Division 9: Pacific"	"CENS-D9"	"2023"	"2023"			543161
"Total"	"Division 9: Pacific"	"CENS-D9"					10878406
"Total"							66381504
"---"
"Dataset: Natality, 2007-2023"
"Query Parameters:"
"Title: births_by_div_by_year_by_education_2007_2023"
"Group By: Census Division; Year; Mother's Education"
"Show Totals: True"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"Population Option: No populations shown because rates were not selected."
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality.html for more information."
"---"
"Query Date: Mar 12, 2025 8:19:12 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2007-2023, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-current.html on Mar 12, 2025 8:19:12 PM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. <p> About Education and Prenatal Care data: Education and Prenatal Care data have been recoded to ""Excluded"" for births to"
"mothers residing in a reporting area that used the 1989 U.S. Standard Certificate of Live Birth in the specified data year. All"
"reporting areas collect information on Education and Prenatal care, but information from the 2003 revision of the birth"
"certificate is not comparable to the information based on the earlier certificate. The following reporting areas have Education"
"and Prenatal Care data coded to ""Excluded"": Alabama, 2007-2013; Alaska 2007-2012; Arizona 2007-2013; Arkansas 2007-2013;"
"Connecticut 2007-2015; District of Columbia 2007-2009; Georgia 2007; Hawaii 2007-2013; Illinois 2007-2009; Louisiana 2007-2010;"
"Maine 2007-2013; Maryland 2007-2009; Massachusetts 2007-2011; Michigan 2007; Minnesota 2007-2011; Mississippi 2007-2012;"
"Missouri 2007-2009; Montana 2007; Nevada 2007-2009; New Jersey 2007-2015; New Mexico 2007; New York (only counties comprising"
"New York City) 2007; North Carolina 2007-2010; Oklahoma 2007-2009; Oregon 2007; Rhode Island 2007-2014; Utah 2007-2008; Virginia"
"2007-2012; West Virginia 2007-2013; Wisconsin 2007-2010. </p> <p> Note the change from preceding years: Natality data for years"
"2003-2006 in CDC WONDER excluded Education and Prenatal Care data for the reporting areas that had adopted the 2003 U.S."
"Standard Certificate of Live Birth. </p>"
